published_date;list_id;age_group;amazon_product_url;article_chapter_link;author;book_image;book_image_width;book_image_height;book_review_link;book_uri;contributor;contributor_note;created_date;description;first_chapter_link;price;primary_isbn10;primary_isbn13;publisher;rank;rank_last_week;sunday_review_link;title;updated_date;weeks_on_list
2022-10-02;1;;https://www.amazon.com/dp/059332062X?tag=NYTBSREV-20;;Maggie O'Farrell;https://storage.googleapis.com/du-prd/books/images/9780593320624.jpg;338;500;;nyt://book/e86b5482-50be-5b4b-9753-b5339622b880;by Maggie O'Farrell;;2022-09-21 22:06:21;In 1550s Florence, the future of the third daughter of the grand duke seems uncertain after she is thrust into a marriage.;;0.00;059332062X;9780593320624;Knopf;10;5;;THE MARRIAGE PORTRAIT;2022-09-21 22:10:42;2
2022-10-02;1;;https://www.amazon.com/dp/1250278236?tag=NYTBSREV-20;;J.D. Robb;https://storage.googleapis.com/du-prd/books/images/9781250278234.jpg;329;500;;nyt://book/26268101-9366-5efe-a2a3-399268dbcdc4;by J.D. Robb;;2022-09-21 22:06:21;The 55th book of the In Death series. Eve Dallas is reminded of her past as she investigates a possible sex trafficking ring.;;0.00;1250278236;9781250278234;St. Martin's;11;2;;DESPERATION IN DEATH;2022-09-21 22:10:42;2
2022-10-02;1;;https://www.amazon.com/dp/0593540646?tag=NYTBSREV-20;;Mike Maden;https://storage.googleapis.com/du-prd/books/images/9780593540640.jpg;331;500;;nyt://book/0ae55bd4-8a7d-5c39-bdd4-fc1b556d0d74;by Mike Maden;;2022-09-21 22:06:21;The 16th book in the Oregon Files series. A criminal syndicate has a torpedo that could obliterate entire cities.;;0.00;0593540646;9780593540640;Putnam;12;7;;CLIVE CUSSLER'S HELLBURNER;2022-09-21 22:10:42;2
2022-10-02;1;;https://www.amazon.com/dp/1501171348?tag=NYTBSREV-20;;Laura Dave;https://storage.googleapis.com/du-prd/books/images/9781501171345.jpg;331;500;;nyt://book/b38ae769-e873-5272-bb5a-c58a35162db1;by Laura Dave;;2022-09-21 22:06:22;Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.;;0.00;1501171348;9781501171345;Simon & Schuster;13;11;;THE LAST THING HE TOLD ME;2022-09-21 22:10:42;63
2022-10-02;1;;https://www.amazon.com/dp/0593535200?tag=NYTBSREV-20;;Ian McEwan;https://storage.googleapis.com/du-prd/books/images/9780593535202.jpg;331;500;;nyt://book/eab64d1d-d5c8-52a4-9701-98108cab8cfe;by Ian McEwan;;2022-09-21 22:06:22;Roland Baines looks back at his personal regrets and the historical upheavals in his lifetime.;;0.00;0593535200;9780593535202;Knopf;14;0;;LESSONS;2022-09-21 22:10:43;1
2022-10-02;1;;https://www.amazon.com/dp/0525559477?tag=NYTBSREV-20;;Matt Haig;https://storage.googleapis.com/du-prd/books/images/9780525559474.jpg;331;500;;nyt://book/60d0ee2d-3d05-50c9-a484-050d17a2308e;by Matt Haig;;2022-09-21 22:06:22;Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.;;0.00;0525559477;9780525559474;Viking;15;14;;THE MIDNIGHT LIBRARY;2022-09-21 22:10:43;93
2022-10-02;2;;https://www.amazon.com/dp/1982185821?tag=NYTBSREV-20;;Jennette McCurdy;https://storage.googleapis.com/du-prd/books/images/9781982185824.jpg;329;500;;nyt://book/be73b1c3-c238-5232-af55-bf70c59cb907;by Jennette McCurdy;;2022-09-21 22:06:24;The actress and filmmaker describes her eating disorders and difficult relationship with her mother.;;0.00;1982185821;9781982185824;Simon & Schuster;1;1;;I'M GLAD MY MOM DIED;2022-09-21 22:10:45;6
2022-10-02;2;;https://www.amazon.com/dp/0525537112?tag=NYTBSREV-20;;Randall Munroe;https://storage.googleapis.com/du-prd/books/images/9780525537113.jpg;385;500;;nyt://book/64161ac2-94c4-58d4-a227-c4726671de4b;by Randall Munroe;;2022-09-21 22:06:24;The creator of the web comic “xkcd” and former NASA roboticist looks into hypothetical and oddball scenarios.;;0.00;0525537112;9780525537113;Riverhead;2;0;;WHAT IF? 2;2022-09-21 22:10:45;1
2022-10-02;2;;https://www.amazon.com/dp/0593300297?tag=NYTBSREV-20;;Geoffrey Berman;https://storage.googleapis.com/du-prd/books/images/9780593300299.jpg;329;500;;nyt://book/468a75be-e235-524f-aa33-9638433251f3;by Geoffrey Berman;;2022-09-21 22:06:24;The former U.S. attorney for the Southern District of New York gives his account of pushing back against the Trump Justice Department.;;0.00;0593300297;9780593300299;Penguin Press;3;0;;HOLDING THE LINE;2022-09-21 22:10:45;1
2022-10-02;2;;https://www.amazon.com/dp/1982188081?tag=NYTBSREV-20;;Nina Totenberg;https://storage.googleapis.com/du-prd/books/images/9781982188085.jpg;326;500;;nyt://book/df57b0f7-e75f-5762-b0bb-b7a9fe2d6db2;by Nina Totenberg;;2022-09-21 22:06:24;The NPR legal affairs correspondent details her professional accomplishments and friendship with the late Supreme Court Justice Ruth Bader Ginsburg.;;0.00;1982188081;9781982188085;Simon & Schuster;4;0;;DINNERS WITH RUTH;2022-09-21 22:10:45;1
2022-10-02;2;;https://www.amazon.com/dp/0593083881?tag=NYTBSREV-20;;Gabor Maté with Daniel Maté;https://storage.googleapis.com/du-prd/books/images/9780593083888.jpg;331;500;;nyt://book/f605fd84-af73-5853-a0fd-c9ba99723f94;by Gabor Maté with Daniel Maté;;2022-09-21 22:06:24;The potential ways in which trauma and stress from modern-day living can affect our physical health.;;0.00;0593083881;9780593083888;Avery;5;0;;THE MYTH OF NORMAL;2022-09-21 22:10:45;1
2022-10-02;2;;https://www.amazon.com/dp/0316415197?tag=NYTBSREV-20;;Jann S. Wenner;https://storage.googleapis.com/du-prd/books/images/9780316415194.jpg;323;500;;nyt://book/af5ef311-5252-50f4-b9d2-b67d0c901ce5;by Jann S. Wenner;;2022-09-21 22:06:24;A memoir by the founder, co-editor and publisher of Rolling Stone magazine.;;0.00;0316415197;9780316415194;Little, Brown;6;0;;LIKE A ROLLING STONE;2022-09-21 22:10:45;1
2022-10-02;2;;https://www.amazon.com/dp/1668003880?tag=NYTBSREV-20;;Andy Borowitz;https://storage.googleapis.com/du-prd/books/images/9781668003886.jpg;330;500;;nyt://book/7cb5ae0c-38e0-5861-a4f7-beb51af143bd;by Andy Borowitz;;2022-09-21 22:06:24;The creator of “The Borowitz Report” looks at the declining knowledge of some public officials over the last 50 years.;;0.00;1668003880;9781668003886;Avid Reader;7;0;;PROFILES IN IGNORANCE;2022-09-21 22:10:45;1
